cluster_representative	cluster_member	nreads	fraction_reads	contig_length	norm_coverage	classification_member	classification_representative
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-12_NODE_1030265_length_245_cov_2.083333_1	6	1.7289689086437035e-07	245	7.199242061308479e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-12_NODE_1054301_length_243_cov_0.891566_1	2	5.7632296954790114e-08	243	2.419498360796402e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-12_NODE_1059601_length_242_cov_4.272727_1	17	4.89874524115716e-07	242	2.0650718447210612e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-12_NODE_1214469_length_183_cov_2.830189_1	14	4.034260786835308e-07	183	2.2489435583140324e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_102950_length_790_cov_1.678822_1	34	9.868332069606338e-07	790	1.1549201204217988e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_460678_length_403_cov_0.748466_1	14	4.0634308521908453e-07	403	9.322300782269083e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_687721_length_336_cov_0.857143_1	16	4.6439209739323947e-07	336	1.2778527943042313e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_1140128_length_272_cov_1.087179_1	7	2.0317154260954227e-07	272	6.906042675100073e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_1169242_length_270_cov_0.968912_1	16	4.6439209739323947e-07	270	1.5902168106897102e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_1437217_length_255_cov_0.831461_1	3	8.70735182612324e-08	255	3.157048080045748e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_1554291_length_249_cov_0.790698_1	14	4.0634308521908453e-07	249	1.5087900462869237e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_1721573_length_240_cov_1.000000_1	12	3.482940730449296e-07	240	1.3417454340194429e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-2_NODE_1897891_length_231_cov_0.987013_1	7	2.0317154260954227e-07	231	8.131790509208744e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_433953_length_370_cov_0.931741_1	9	2.978615131947355e-07	370	7.233871303820608e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_591818_length_320_cov_0.962963_1	14	4.633401316362552e-07	320	1.3010921303399564e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_614990_length_314_cov_1.164557_1	8	2.6476578950643155e-07	314	7.576878648021585e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_623875_length_312_cov_0.927660_1	7	2.316700658181276e-07	312	6.6722673350767e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_730123_length_289_cov_2.287736_1	7	2.316700658181276e-07	289	7.203278230255815e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_752475_length_286_cov_1.196172_1	8	2.6476578950643155e-07	286	8.318670963212509e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_1327409_length_240_cov_0.785276_1	11	3.640529605713434e-07	240	1.363048898451383e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-4_NODE_1366424_length_237_cov_0.925000_1	7	2.316700658181276e-07	237	8.783744339847808e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_108152_length_800_cov_0.946058_2	34	1.1511628505392453e-06	800	1.256784306679375e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_177583_length_613_cov_1.388060_1	34	1.1511628505392453e-06	613	1.6401752778849917e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_353762_length_428_cov_2.037037_1	38	1.2865937741320977e-06	428	2.6254977269827515e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_604399_length_326_cov_0.807229_1	8	2.708618471857048e-07	326	7.256784159823169e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_646049_length_315_cov_0.840336_1	6	2.0314638538927859e-07	315	5.63264675262465e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_682732_length_306_cov_0.890830_1	13	4.4015050167677027e-07	306	1.256301113943243e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_783660_length_286_cov_1.033493_1	9	3.047195780839179e-07	286	9.305683883269744e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_799578_length_283_cov_1.728155_1	9	3.047195780839179e-07	283	9.404330708887446e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_1009798_length_263_cov_1.344086_1	13	4.4015050167677027e-07	263	1.4617039576678037e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_1169363_length_251_cov_1.195402_1	4	1.354309235928524e-07	251	4.712572980283572e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_1291188_length_243_cov_0.746988_1	8	2.708618471857048e-07	243	9.735438831696926e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	19-1-6_NODE_1484759_length_230_cov_0.745098_1	4	1.354309235928524e-07	230	5.142851382831202e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-10_NODE_95267_length_794_cov_1.838215_2	24	9.575246837894423e-07	794	1.062373037945449e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-10_NODE_157227_length_606_cov_1.132325_1	35	1.3963901638596032e-06	606	2.029933080617713e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-10_NODE_603686_length_302_cov_0.675556_1	13	5.186592037192812e-07	302	1.5129435013345646e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-10_NODE_759136_length_273_cov_1.622449_1	9	3.590717564210408e-07	273	1.1586870770998438e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-10_NODE_1144532_length_237_cov_1.387500_1	5	1.9948430912280048e-07	237	7.414945430104487e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-10_NODE_1259247_length_157_cov_1.425000_1	1	3.989686182456009e-08	157	2.2386523145665771e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_13545_length_2755_cov_5.038835_2	315	9.134278063198997e-06	2755	3.7971841293547185e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_51511_length_1204_cov_3.123336_1	62	1.7978579045026598e-06	1204	1.7101645866558022e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_93513_length_844_cov_2.125163_1	42	1.2179037417598662e-06	844	1.6526449093795023e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_119585_length_729_cov_2.343558_1	41	1.1889060336227267e-06	729	1.8677942531898984e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_165503_length_605_cov_6.128788_1	69	2.0008418614626376e-06	605	3.787620186644027e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_199488_length_544_cov_4.072805_1	32	9.279266603884695e-07	544	1.953546643580252e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_202849_length_539_cov_2.670996_1	26	7.539404115656315e-07	539	1.601980735551895e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_209213_length_530_cov_1.328918_1	13	3.7697020578281575e-07	530	8.145920910023316e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_216136_length_520_cov_3.638826_1	43	1.246901449897006e-06	520	2.746235762417624e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_218363_length_517_cov_2.788636_1	24	6.959449952913522e-07	517	1.5416770417422493e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_230395_length_502_cov_1.232941_1	11	3.189747895085364e-07	502	7.277155823695363e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_342952_length_398_cov_1.828660_1	13	3.7697020578281575e-07	398	1.0847583121387833e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_441144_length_344_cov_6.063670_1	41	1.1889060336227267e-06	344	3.958203519114639e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_471985_length_331_cov_1.405512_1	5	1.4498854068569837e-07	331	5.01666056508524e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_563219_length_298_cov_1.841629_1	13	3.7697020578281575e-07	298	1.4487711685611937e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_602893_length_287_cov_1.847619_1	27	7.829381197027712e-07	287	3.124313273182355e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_623147_length_282_cov_2.790244_1	10	2.8997708137139674e-07	282	1.177669962441996e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_749969_length_263_cov_1.559140_1	5	1.4498854068569837e-07	263	6.313743905107279e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_901202_length_245_cov_2.107143_1	7	2.029839569599777e-07	245	9.488655125961225e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_909838_length_244_cov_2.461078_1	7	2.029839569599777e-07	244	9.527543056805328e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_911067_length_244_cov_1.592814_1	16	4.6396333019423476e-07	244	2.177724127269789e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_1060150_length_224_cov_5.911565_1	49	1.420887698719844e-06	224	7.264751580814063e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_1067442_length_185_cov_4.527778_1	5	1.4498854068569837e-07	185	8.975754848882239e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_1072099_length_161_cov_10.452381_1	10	2.8997708137139674e-07	161	2.0627511143393967e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_1084779_length_125_cov_20.562500_1	1	2.8997708137139672e-08	125	2.6568234352691427e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	23-1-16_NODE_1085705_length_123_cov_7.239130_1	1	2.8997708137139672e-08	123	2.70002381633043e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_247684_length_513_cov_1.495413_1	28	9.491643184454425e-07	513	1.6711785800359468e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_354191_length_428_cov_0.880342_1	12	4.067847079051896e-07	428	8.584592238569167e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_466726_length_372_cov_1.166102_1	8	2.711898052701264e-07	372	6.584597631017209e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_520692_length_353_cov_0.731884_1	3	1.016961769762974e-07	353	2.6021285255719563e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_893402_length_275_cov_1.318182_1	4	1.355949026350632e-07	275	4.4535823977061854e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-6_NODE_2291_length_7568_cov_4.500868_3	24-1-2_NODE_1215108_length_252_cov_0.788571_1	4	1.355949026350632e-07	252	4.860060156226987e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
